line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Sema nikiku-sequencer, uta-sequence with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be sequencer, bado nita-step with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta comparator, ningeku-compare to perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama reference - unanifanya compare my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as setpoint, because you're target of my love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-deviation, but you're always on target.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan reference - standard for comparison.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as calibration, because you're adjustment to perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be calibration, bado nita-align with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta alignment, ningeku-align with my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama adjustment - unanifanya tune my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as tuning, because you're fine adjustment of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-optimize, uta-be optimal for me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be optimization, bado nita-maximize with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta maximization, ningeku-maximize my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama minimization - unanifanya minimize my worries.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as optimization, because you're best solution for me.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-iterate, because each iteration is better.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan optimization - efficient na effective.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as solution, because you're answer to my questions.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be problem, bado nita-solve with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta equation, ningeku-solve for happiness.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama variable - unanifanya change my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as constant, because you're unchanging in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-function, uta-map to my happiness?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be mapping, bado nita-domain you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta domain, ningeku-domain of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama range - unanifanya cover my emotions.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as graph, because you're plot of my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-plot, because you're worth graphing.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan math - beautiful na precise.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as equation, because you balance my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be inequality, bado nita-solve for equality.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta equality, ningeku-equal to perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama inequality - unanifanya compare favorably.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as expression, because you express my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-evaluate, uta-value my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be evaluation, bado nita-assess with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta assessment, ningeku-assess as perfect.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama test - unanifanya prove my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as proof, because you're evidence of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-theorem, because you're proven perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan proof - rigorous na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as lemma, because you're step to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be corollary, bado nita-derive from you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta derivation, ningeku-derive my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama integration - unanifanya accumulate love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as derivative, because you're rate of change of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-differentiate, uta-be unique in my life?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be differentiation, bado nita-integrate with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta calculus, ningeku-calculate my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama limit - unanifanya approach perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as series, because you're sum of wonderful parts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-sequence, because you're ordered in my thoughts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan sequence - well-ordered na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as convergence, because you're approaching my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be divergence, bado nita-converge to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta convergence, ningeku-converge to perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama divergence - unanifanya spread my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as gradient, because you're direction of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-vector, uta-have direction in my life?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be vector, bado nita-scalar multiply with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta scalar, ningeku-scale my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama matrix - unanifanya transform my life.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as transformation, because you change me for better.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-linearize, but you're already linear in my thoughts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan algebra - structured na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as operation, because you operate on my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be operator, bado nita-operate with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta operand, ningeku-operand of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama operation - unanifanya act on my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as function, because you're mapping to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-compose, uta-combine with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be composition, bado nita-decompose with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta decomposition, ningeku-decompose to understand.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama factorization - unanifanya factor my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as factor, because you're multiplier of my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-multiply, because you're product of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan multiplication - increasing my happiness.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as product, because you're result of wonderful factors.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be sum, bado nita-add to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta addition, ningeku-add to my life.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama subtraction - unanifanya remove my worries.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as difference, because you make difference in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-divide, uta-share with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be division, bado nita-multiply with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta quotient, ningeku-quotient of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama remainder - unanifanya remain in my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as fraction, because you're part of my whole.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-decimal, but you're perfectly whole.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan number - precise na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as integer, because you're whole in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be real, bado nita-imagine with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta imaginary, ningeku-imagine perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama complex - unanifanya combine real and beautiful.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as conjugate, because you complement me perfectly.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-modulus, uta-be magnitude of my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be argument, bado nita-angle with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta polar, ningeku-convert to love coordinates.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama Cartesian - unanifanya coordinate my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as coordinate, because you're point in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-plot, because you're worth graphing in my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan geometry - perfect shapes.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as shape, because you're form of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be circle, bado nita-radius to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta radius, ningeku-radius of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama diameter - unanifanya measure across my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as circumference, because you're around my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-area, uta-cover my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be volume, bado nita-fill with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta perimeter, ningeku-perimeter of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama area - unanifanya cover my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as volume, because you're three-dimensional in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-surface area, because you're surface of my thoughts.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan shape - perfectly formed.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as triangle, because you're three points of perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be square, bado nita-rectangle with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta rectangle, ningeku-rectangle of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama polygon - unanifanya many-sided perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as hexagon, because you're six-sided beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-octagon, uta-be eight-sided wonderful?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be pentagon, bado nita-polygon with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta dodecagon, ningeku-twelve-sided affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama circle - unanifanya round perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as ellipse, because you're oval of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-parabola, because you're curve of my affection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan curve - smooth na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as hyperbola, because you're open curve of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be conic, bado nita-section with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta sphere, ningeku-sphere of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama cube - unanifanya cubic perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as cylinder, because you're round and tall beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-cone, uta-taper to perfection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be pyramid, bado nita-base with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta prism, ningeku-prism of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama torus - unanifanya donut-shaped perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as polyhedron, because you're many-faced beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-tessellate, because you fit perfectly.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan geometry - perfectly formed.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as symmetry, because you're balanced beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be asymmetry, bado nita-symmetrize with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta reflection, ningeku-reflection of perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama rotation - unanifanya turn my head.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as translation, because you move my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-dilation, uta-expand my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be transformation, bado nita-transform with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta congruence, ningeku-congruent to perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama similarity - unanifanya resemble perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as proportion, because you're ratio of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-ratio, because you're perfect proportion.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan proportion - golden ratio beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as scale, because you're measurement of perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be measurement, bado nita-measure with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta dimension, ningeku-dimension of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame 2D - unanifanya two-dimensional perfection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as 3D, because you're three-dimensional in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-4D, uta-be time dimension of my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be n-dimensional, bado nita-vector with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta manifold, ningeku-manifold of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame topology - unanifanya study my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as metric space, because you're distance to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-distance, because you're close to my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan space - beautiful na vast.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as point, because you're location in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be line, bado nita-segment with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta ray, ningeku-ray of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame segment - unanifanya part of my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as angle, because you're turn in my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-vertex, uta-be point of intersection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be edge, bado nita-face with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta face, ningeku-face of perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame solid - unanifanya three-dimensional affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as plane, because you're flat out beautiful.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-intersection, because we meet in my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan intersection - meeting point of beauty.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as union, because you're combination with me.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be intersection, bado nita-union with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta complement, ningeku-complement to my life.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame subset - unanifanya part of my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as superset, because you contain my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-element, uta-be member of my life?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be set, bado nita-element with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta empty set, ningeku-fill with affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame universal set - unanifanya contain everything good.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as power set, because you're set of all possibilities.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-cardinality, because you're number one in my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan set - well-defined na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as relation, because you're connection to me.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be function, bado nita-map to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta domain, ningeku-domain of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame codomain - unanifanya range of my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as image, because you're picture in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-preimage, uta-be inverse of my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be inverse, bado nita-compose with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta composition, ningeku-compose with perfection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame bijection - unanifanya one-to-one correspondence.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as injection, because you're one-to-one in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-surjection, because you're onto my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan function - well-defined na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as mapping, because you map to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be transformation, bado nita-transform with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta linear, ningeku-linear transformation of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame nonlinear - unanifanya curve my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as operator, because you operate on my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku- eigenvalue, uta-be value of my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be eigenvector, bado nita-basis with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta basis, ningeku-basis of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame dimension - unanifanya measure my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as vector space, because you're space of my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-inner product, because you're dot with my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan space - beautiful na structured.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as norm, because you're measure of perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be metric, bado nita-distance with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta topology, ningeku-topology of my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame manifold - unanifanya smooth affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as chart, because you're map of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-atlas, uta-be collection of charts?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be coordinate system, bado nita-coordinate with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta differential, ningeku-differential of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kame integral - unanifanya accumulate love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as derivative, because you're rate of change of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-limit, because you're approach to perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kame Kenyan calculus - precise na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
